rp_id,x,y,floor
1,4.1347719,16.69981527,3
2,8.52431189,16.69981527,3
3,12.91385188,16.69981527,3
4,4.1347719,18.487919377,3
5,8.52431189,18.487919377,3
6,12.91385188,18.487919377,3
7,4.1347719,20.276023485,3
8,8.52431189,20.276023485,3
9,12.91385188,20.276023485,3
10,4.1347719,22.064127592,3
11,8.52431189,22.064127592,3
12,12.91385188,22.064127592,3
13,4.1347719,23.8522317,3
14,8.52431189,23.8522317,3
15,12.91385188,23.8522317,3
16,4.1347719,25.64033581,3
17,8.52431189,25.64033581,3
18,12.91385188,25.64033581,3
19,4.1347719,27.42843992,3
20,8.52431189,27.42843992,3
21,12.91385188,27.42843992,3
22,4.1347719,29.21654402,3
23,8.52431189,29.21654402,3
24,12.91385188,29.21654402,3
25,4.1347719,16.69981527,5
26,8.52431189,16.69981527,5
27,12.91385188,16.69981527,5
28,4.1347719,18.487919377,5
29,8.52431189,18.487919377,5
30,12.91385188,18.487919377,5
31,4.1347719,20.276023485,5
32,8.52431189,20.276023485,5
33,12.91385188,20.276023485,5
34,4.1347719,22.064127592,5
35,8.52431189,22.064127592,5
36,12.91385188,22.064127592,5
37,4.1347719,23.8522317,5
38,8.52431189,23.8522317,5
39,12.91385188,23.8522317,5
40,4.1347719,25.64033581,5
41,8.52431189,25.64033581,5
42,12.91385188,25.64033581,5
43,4.1347719,27.42843992,5
44,8.52431189,27.42843992,5
45,12.91385188,27.42843992,5
46,4.1347719,29.21654402,5
47,8.52431189,29.21654402,5
48,12.91385188,29.21654402,5
